wav,scat,abs
400,7.03332259481619e-17,2.54810195191368e-15
401,6.96002033384254e-17,2.54147199937019e-15
402,6.88556338082717e-17,2.53442329020789e-15
403,6.81021399346436e-17,2.5270261200801e-15
404,6.73422466759661e-17,2.5193501401953e-15
405,6.65783750240578e-17,2.51146425493716e-15
406,6.58128383095345e-17,2.50343653053161e-15
407,6.50478409786036e-17,2.49533411464076e-15
408,6.42854796548554e-17,2.48722316658046e-15
409,6.3527746300907e-17,2.47916879767922e-15
410,6.27765332541787e-17,2.47123501918112e-15
411,6.20332666768447e-17,2.46346908125521e-15
412,6.12980454382068e-17,2.4558641268496e-15
413,6.05707028468262e-17,2.44840197536566e-15
414,5.98510843105699e-17,2.44106466741248e-15
415,5.91390453378015e-17,2.43383450432448e-15
416,5.84344498204135e-17,2.42669408427736e-15
417,5.77371685793719e-17,2.41962633516004e-15
418,5.70470781549687e-17,2.41261454429952e-15
419,5.63640598253239e-17,2.40564238508076e-15
420,5.56879988363223e-17,2.39869394062386e-15
421,5.50187724021055e-17,2.39175496820808e-15
422,5.43562226364687e-17,2.38481581567489e-15
423,5.37001882616033e-17,2.37786794643849e-15
424,5.30505128793675e-17,2.37090302535511e-15
425,5.24070448412991e-17,2.36391292398465e-15
426,5.17696371578574e-17,2.35688972546082e-15
427,5.11381474441098e-17,2.34982572893799e-15
428,5.05124378991782e-17,2.34271345358001e-15
429,4.98923753168492e-17,2.33554564205517e-15
430,4.92778311741057e-17,2.3283152648896e-15
431,4.8669025380437e-17,2.32102529499104e-15
432,4.80673218018718e-17,2.31371190201157e-15
433,4.74742670438005e-17,2.30641800077222e-15
434,4.68913397586604e-17,2.29918617956907e-15
435,4.63199529864354e-17,2.29205870016375e-15
436,4.57614569873511e-17,2.28507750376775e-15
437,4.52171425334681e-17,2.27828422306329e-15
438,4.46882446282355e-17,2.27172020030176e-15
439,4.41759466258548e-17,2.26542651152416e-15
440,4.36813845014711e-17,2.25944399091101e-15
441,4.3204187294359e-17,2.25377344415835e-15
442,4.27390934856578e-17,2.2482812506064e-15
443,4.22800051805711e-17,2.24280613000164e-15
444,4.18210426023114e-17,2.23718759774342e-15
445,4.13565415452315e-17,2.23126600178745e-15
446,4.08810582949912e-17,2.22488263831049e-15
447,4.03893815908204e-17,2.21787994742647e-15
448,3.98765511731775e-17,2.21010178998597e-15
449,3.93378824056191e-17,2.20139380609127e-15
450,3.87689967036622e-17,2.19160386530338e-15
451,3.8167801349443e-17,2.18064355261644e-15
452,3.75389167438118e-17,2.16863118806289e-15
453,3.68881667195187e-17,2.15572673693596e-15
454,3.62211255927729e-17,2.14208773905599e-15
455,3.55430900770195e-17,2.12786880957454e-15
456,3.48590608291548e-17,2.11322123835211e-15
457,3.41737328769257e-17,2.09829268366877e-15
458,3.34914941155432e-17,2.08322695492566e-15
459,3.28164310424466e-17,2.06816387821524e-15
460,3.21523407436546e-17,2.0532392322467e-15
461,3.15017606756498e-17,2.03855049699813e-15
462,3.08637859222457e-17,2.02407738049724e-15
463,3.02368916471291e-17,2.00977450339622e-15
464,2.96196482788924e-17,1.99559555748337e-15
465,2.90107180272834e-17,1.9814931369004e-15
466,2.84088519289627e-17,1.96741856366544e-15
467,2.78128874043305e-17,1.95332170826581e-15
468,2.72217463100004e-17,1.93915080629998e-15
469,2.66344334743894e-17,1.92485227242124e-15
470,2.60500358148074e-17,1.91037051676283e-15
471,2.54683046794191e-17,1.89566747777116e-15
472,2.48909520922423e-17,1.88076927878605e-15
473,2.43200028484119e-17,1.86571505885821e-15
474,2.3757377487197e-17,1.85054347463291e-15
475,2.32048955243305e-17,1.83529283014672e-15
476,2.26642792389204e-17,1.82000119227462e-15
477,2.21371580188804e-17,1.80470649348817e-15
478,2.16250732722259e-17,1.78944662364911e-15
479,2.11294839139855e-17,1.77425951260064e-15
480,2.06517724742245e-17,1.75918320673252e-15
481,2.01934265361352e-17,1.74426327673969e-15
482,1.97564331089894e-17,1.72957043421643e-15
483,1.93427964768426e-17,1.71518197657578e-15
484,1.89544272944829e-17,1.701176945848e-15
485,1.85931583311826e-17,1.68763629285035e-15
486,1.82607618442169e-17,1.6746430504797e-15
487,1.7958968593521e-17,1.66228252006668e-15
488,1.76894885143515e-17,1.65064247386461e-15
489,1.74540330755209e-17,1.63981337567928e-15
490,1.72543391910166e-17,1.62988861208354e-15
491,1.7091326192339e-17,1.6209240858395e-15
492,1.69631244215339e-17,1.6128439360671e-15
493,1.68673822244825e-17,1.60554704865943e-15
